 SD/Co binder die (de Beers) 15.19mm thick in beam - sum                         
 
 Wavelength lambda (Angstrom)            
 Mu(lambda) (mm-1)                       
 
   0.10027009E+00   0.82631156E-01   0.67007710E-03
   0.10055576E+00   0.82005039E-01   0.66678890E-03
   0.10084143E+00   0.81463188E-01   0.67050720E-03
   0.10112710E+00   0.82024753E-01   0.66888944E-03
   0.10141277E+00   0.82992032E-01   0.67302334E-03
   0.10169844E+00   0.82989216E-01   0.67353551E-03
   0.10198410E+00   0.82528308E-01   0.67860004E-03
   0.10226977E+00   0.81612773E-01   0.66396542E-03
   0.10255544E+00   0.82563899E-01   0.67542406E-03
   0.10284111E+00   0.82173750E-01   0.66889642E-03
   0.10312678E+00   0.83486386E-01   0.67878095E-03
   0.10341245E+00   0.83968453E-01   0.67739259E-03
   0.10369812E+00   0.81772044E-01   0.67071861E-03
   0.10398379E+00   0.83433434E-01   0.67702419E-03
   0.10426946E+00   0.83046526E-01   0.67519140E-03
   0.10455513E+00   0.83265930E-01   0.67653577E-03
   0.10484080E+00   0.82562856E-01   0.67586743E-03
   0.10512647E+00   0.82306124E-01   0.67431922E-03
   0.10541214E+00   0.81886202E-01   0.67096262E-03
   0.10569781E+00   0.83079800E-01   0.67484274E-03
   0.10598348E+00   0.82389295E-01   0.67355891E-03
   0.10626915E+00   0.83532117E-01   0.67840068E-03
   0.10655482E+00   0.83073236E-01   0.67957322E-03
   0.10684049E+00   0.83056584E-01   0.67458267E-03
   0.10712615E+00   0.83338223E-01   0.67831267E-03
   0.10741182E+00   0.82853466E-01   0.67205989E-03
   0.10769749E+00   0.82386963E-01   0.68199146E-03
   0.10798316E+00   0.81837632E-01   0.67231280E-03
   0.10826883E+00   0.83583370E-01   0.67543582E-03
   0.10855450E+00   0.83468191E-01   0.67924766E-03
   0.10884017E+00   0.83200261E-01   0.67930657E-03
   0.10912585E+00   0.82854532E-01   0.67873934E-03
   0.10941152E+00   0.82072653E-01   0.67380670E-03
   0.10969719E+00   0.81627138E-01   0.67367236E-03
   0.10998286E+00   0.81883073E-01   0.67290303E-03
   0.11026853E+00   0.83694540E-01   0.68210397E-03
   0.11055420E+00   0.82872465E-01   0.67975518E-03
   0.11083987E+00   0.82130626E-01   0.67755481E-03
   0.11112554E+00   0.83103836E-01   0.67606254E-03
   0.11141121E+00   0.83856829E-01   0.68126933E-03
   0.11169688E+00   0.82503892E-01   0.67626324E-03
   0.11198255E+00   0.82449667E-01   0.67953736E-03
