3,9796497e+00	3,0461545e+00	2,4840728e+00	2,1278590e+00	1,8933684e+00	1,7298866e+00	1,5649298e+00	1,4785156e+00	1,4093246e+00	1,3310948e+00	1,2540405e+00	1,1979668e+00	1,1863563e+00	1,1594579e+00	1,1096516e+00	1,1125044e+00	1,0659630e+00	1,0772772e+00	1,0688351e+00	1,0496555e+00	1,0620048e+00	1,0057060e+00	1,0069729e+00	9,7947054e-01	1,0331990e+00	9,6101262e-01	9,6419141e-01	9,4850057e-01
1,1132365e+01	8,4427084e+00	6,8322785e+00	5,7551768e+00	5,0216587e+00	4,5003022e+00	4,0810189e+00	3,7843959e+00	3,4946342e+00	3,2985990e+00	3,1226564e+00	2,9933672e+00	2,8699385e+00	2,7305715e+00	2,6350766e+00	2,6265865e+00	2,5026944e+00	2,4426578e+00	2,4179364e+00	2,3422117e+00	2,2268995e+00	2,2877446e+00	2,2710415e+00	2,2507257e+00	2,1814648e+00	2,1753122e+00	2,1023980e+00	2,0934866e+00
2,0373585e+01	1,5403210e+01	1,2439922e+01	1,0470715e+01	9,0616809e+00	8,0276825e+00	7,3014663e+00	6,7084097e+00	6,1583435e+00	5,7552448e+00	5,4548197e+00	5,1039241e+00	4,9106201e+00	4,6502764e+00	4,5060230e+00	4,3893844e+00	4,2492817e+00	4,0966652e+00	4,0161106e+00	3,8886006e+00	3,7452228e+00	3,7159027e+00	3,6488014e+00	3,6240668e+00	3,5665541e+00	3,4646155e+00	3,4521811e+00	3,4139781e+00
3,1318566e+01	2,3619236e+01	1,9045523e+01	1,6015561e+01	1,3842685e+01	1,2244874e+01	1,1044446e+01	1,0072609e+01	9,2680931e+00	8,5714587e+00	8,1446044e+00	7,6711449e+00	7,2050709e+00	6,8832974e+00	6,6054923e+00	6,3730124e+00	6,1586632e+00	5,9772145e+00	5,7389183e+00	5,6441702e+00	5,4776760e+00	5,4986085e+00	5,3660063e+00	5,1511167e+00	5,1107266e+00	4,9182070e+00	5,0293807e+00	4,8633554e+00
4,3707950e+01	3,2943869e+01	2,6527992e+01	2,2274592e+01	1,9216393e+01	1,6907183e+01	1,5240272e+01	1,3906102e+01	1,2767437e+01	1,1859561e+01	1,1054303e+01	1,0435576e+01	9,8705804e+00	9,3671408e+00	8,9705551e+00	8,6978039e+00	8,3701961e+00	8,0914027e+00	7,8672047e+00	7,5707958e+00	7,3813001e+00	7,2814175e+00	7,0141208e+00	7,0223401e+00	6,7051777e+00	6,6265537e+00	6,5499812e+00	6,4215681e+00
1,2332290e+02	9,2713382e+01	7,4400858e+01	6,2355286e+01	5,3647550e+01	4,7189892e+01	4,2197157e+01	3,8263767e+01	3,4994851e+01	3,2274154e+01	3,0039259e+01	2,8203874e+01	2,6599688e+01	2,5045279e+01	2,3837185e+01	2,2871436e+01	2,1937047e+01	2,0925902e+01	2,0312066e+01	1,9508247e+01	1,8902128e+01	1,8125317e+01	1,7849097e+01	1,7448251e+01	1,6976114e+01	1,6630611e+01	1,6346105e+01	1,6033660e+01
2,2635431e+02	1,7014068e+02	1,3639726e+02	1,1405760e+02	9,8057213e+01	8,6141660e+01	7,6664404e+01	6,9623390e+01	6,3639328e+01	5,8744461e+01	5,4395949e+01	5,0893203e+01	4,7813756e+01	4,5198524e+01	4,2891426e+01	4,0751124e+01	3,9101773e+01	3,7749903e+01	3,5843223e+01	3,4682982e+01	3,3198885e+01	3,2586007e+01	3,1113036e+01	3,0584720e+01	2,9701874e+01	2,9078640e+01	2,8321760e+01	2,7615545e+01
3,4827308e+02	2,6171468e+02	2,0976507e+02	1,7514477e+02	1,5067228e+02	1,3230227e+02	1,1817534e+02	1,0641618e+02	9,7409379e+01	8,9641413e+01	8,3427862e+01	7,7871904e+01	7,2887147e+01	6,8993502e+01	6,5271369e+01	6,2157223e+01	5,9166553e+01	5,6912894e+01	5,4274480e+01	5,1946600e+01	5,0541436e+01	4,8615525e+01	4,7259052e+01	4,6320260e+01	4,4668708e+01	4,3015218e+01	4,2213243e+01	4,1763157e+01
4,8668128e+02	3,6551039e+02	2,9290834e+02	2,4461926e+02	2,1007068e+02	1,8424535e+02	1,6423616e+02	1,4850768e+02	1,3565769e+02	1,2500577e+02	1,1600055e+02	1,0816884e+02	1,0118210e+02	9,5677538e+01	9,0595612e+01	8,5525529e+01	8,2240616e+01	7,8329174e+01	7,4835155e+01	7,2547721e+01	6,9241980e+01	6,7449166e+01	6,4956198e+01	6,2681773e+01	6,1132519e+01	5,9286212e+01	5,8030986e+01	5,6077018e+01
6,3955278e+02	4,8028285e+02	3,8478636e+02	3,2132591e+02	2,7585332e+02	2,4209056e+02	2,1571726e+02	1,9510725e+02	1,7773146e+02	1,6369088e+02	1,5156052e+02	1,4095680e+02	1,3249490e+02	1,2465024e+02	1,1827335e+02	1,1221127e+02	1,0678684e+02	1,0242737e+02	9,8008034e+01	9,3891720e+01	9,1082828e+01	8,7818924e+01	8,4631608e+01	8,2166870e+01	8,0306702e+01	7,6500439e+01	7,5148404e+01	7,2301184e+01
